Frase,Sentimiento,Etiqueta
mi experiencia con el servicio fue una pérdida de tiempo,Negativo,1
mi experiencia con el proceso fue muy mala atención,Negativo,1
el servicio estuvo todo salió excelente,Positivo,0
en general el servicio fue me sorprendió,Positivo,0
mi experiencia con la atención fue funciona fatal,Negativo,1
mi experiencia con el sistema fue de lo mejor,Positivo,0
mi experiencia con la compra fue una maravilla,Positivo,0
lamentablemente el servicio fue está horrible,Negativo,1
en general el proceso fue mala experiencia,Negativo,1
mi experiencia con la plataforma fue no lo recomiendo,Negativo,1
en general el trámite fue malísimo,Negativo,1
en general la compra fue muy buen servicio,Positivo,0
el servicio fue no vale la pena,Negativo,1
mi experiencia con la compra fue muy buena experiencia,Positivo,0
mi experiencia con el proceso fue no sirve,Negativo,1
lamentablemente el sistema fue malísimo,Negativo,1
la experiencia fue funciona perfecto,Positivo,0
en general el servicio fue una basura,Negativo,1
la verdad la atención fue todo de lujo,Positivo,0
mi experiencia con el proceso fue pésimo servicio,Negativo,1
en general la plataforma fue mal atendido,Negativo,1
el producto fue malísimo,Negativo,1
mi experiencia con el proceso fue funciona perfecto,Positivo,0
la verdad el trámite fue todo perfecto,Positivo,0
la aplicación estuvo me dejó molesto,Negativo,1
en general la atención fue fatal,Negativo,1
la plataforma fue una pérdida de tiempo,Negativo,1
lamentablemente el producto fue está horrible,Negativo,1
lamentablemente el trámite fue muy mal hecho,Negativo,1
en general la compra fue me dejó contento,Positivo,0
la atención fue muy buen servicio,Positivo,0
mi experiencia con el proceso fue me encantó,Positivo,0
mi experiencia con el trámite fue decepcionante,Negativo,1
la atención fue muy mal hecho,Negativo,1
la experiencia estuvo muy mala atención,Negativo,1
la verdad el proceso fue sin problemas,Positivo,0
mi experiencia con la atención fue fatal,Negativo,1
la atención fue una maravilla,Positivo,0
mi experiencia con la plataforma fue muy mala atención,Negativo,1
la atención estuvo me fue mal,Negativo,1
mi experiencia con el producto fue una joya,Positivo,0
la plataforma estuvo funciona perfecto,Positivo,0
lamentablemente el producto fue funciona mal,Negativo,1
lamentablemente la atención fue está horrible,Negativo,1
la verdad el servicio fue funciona al cien,Positivo,0
mi experiencia con el servicio fue muy chafa,Negativo,1
en general el servicio fue no cumplió,Negativo,1
la verdad la aplicación fue me dejó satisfecho,Positivo,0
mi experiencia con la atención fue quedé muy conforme,Positivo,0
la verdad el producto fue me gustó mucho,Positivo,0
mi experiencia con la experiencia fue muy lento,Negativo,1
la plataforma estuvo mala experiencia,Negativo,1
la verdad el producto fue vale la pena,Positivo,0
mi experiencia con la experiencia fue muy flojo,Negativo,1
en general el servicio fue jala bien,Positivo,0
el producto estuvo excelente,Positivo,0
mi experiencia con la atención fue todo salió bien,Positivo,0
la verdad el sistema fue de lo mejor,Positivo,0
lamentablemente el trámite fue no sirve,Negativo,1
lamentablemente la compra fue una pérdida de tiempo,Negativo,1
la verdad la aplicación fue vale la pena,Positivo,0
en general el producto fue una porquería,Negativo,1
mi experiencia con la plataforma fue malísimo,Negativo,1
lamentablemente la plataforma fue muy chafa,Negativo,1
la verdad la aplicación fue muy satisfecho,Positivo,0
lamentablemente la aplicación fue muy malo,Negativo,1
el sistema estuvo muy buen servicio,Positivo,0
la verdad la atención fue genial,Positivo,0
mi experiencia con la aplicación fue de primera,Positivo,0
la plataforma estuvo muy bien hecho,Positivo,0
lamentablemente la atención fue una porquería,Negativo,1
mi experiencia con el proceso fue rápido y eficiente,Positivo,0
en general el servicio fue me dejó contento,Positivo,0
el producto fue muy bien logrado,Positivo,0
el servicio fue me decepcionó,Negativo,1
la verdad el servicio fue muy bueno,Positivo,0
mi experiencia con el servicio fue muy bien hecho,Positivo,0
el servicio fue pésimo,Negativo,1
en general la experiencia fue me dejó contento,Positivo,0
el servicio fue excelente,Positivo,0
la compra estuvo de lo mejor,Positivo,0
mi experiencia con la plataforma fue me encantó,Positivo,0
la verdad la atención fue rápido y eficiente,Positivo,0
la verdad el trámite fue padrísimo,Positivo,0
en general la atención fue todo perfecto,Positivo,0
la plataforma estuvo muy lento,Negativo,1
el trámite fue jala bien,Positivo,0
en general el trámite fue funciona fatal,Negativo,1
el proceso estuvo muy chafa,Negativo,1
la aplicación estuvo me gustó mucho,Positivo,0
el proceso fue vale la pena,Positivo,0
lamentablemente la aplicación fue está horrible,Negativo,1
en general el proceso fue me dejó molesto,Negativo,1
la plataforma fue malísimo,Negativo,1
lamentablemente el trámite fue muy chafa,Negativo,1
la atención estuvo mal atendido,Negativo,1
la plataforma fue muy mala atención,Negativo,1
mi experiencia con el producto fue muy flojo,Negativo,1
la atención fue frustrante,Negativo,1
lamentablemente el servicio fue un desastre,Negativo,1
la compra fue cumple totalmente,Positivo,0
la aplicación estuvo quedé muy conforme,Positivo,0
mi experiencia con el sistema fue una pérdida de tiempo,Negativo,1
en general el producto fue sin problemas,Positivo,0
la plataforma fue no cumplió,Negativo,1
la verdad la aplicación fue muy buena experiencia,Positivo,0
el servicio fue jala bien,Positivo,0
el producto fue muy malo,Negativo,1
en general la plataforma fue una pérdida de tiempo,Negativo,1
mi experiencia con el trámite fue me dejó contento,Positivo,0
el trámite estuvo mal atendido,Negativo,1
en general la atención fue muy satisfecho,Positivo,0
el servicio estuvo todo perfecto,Positivo,0
en general la aplicación fue pésimo,Negativo,1
mi experiencia con la atención fue me dejó molesto,Negativo,1
mi experiencia con la experiencia fue malísimo,Negativo,1
el producto estuvo padrísimo,Positivo,0
el servicio fue me gustó mucho,Positivo,0
en general la experiencia fue funciona mal,Negativo,1
mi experiencia con la compra fue funciona perfecto,Positivo,0
lamentablemente el trámite fue malísimo,Negativo,1
lamentablemente la atención fue frustrante,Negativo,1
el trámite fue muy deficiente,Negativo,1
la plataforma estuvo muy flojo,Negativo,1
la atención fue pésimo servicio,Negativo,1
mi experiencia con la experiencia fue todo salió excelente,Positivo,0
mi experiencia con el proceso fue me sorprendió,Positivo,0
lamentablemente la compra fue me dejó molesto,Negativo,1
la plataforma estuvo una pérdida de tiempo,Negativo,1
el trámite fue muy malo,Negativo,1
el servicio estuvo una pérdida de tiempo,Negativo,1
el producto fue muy mal hecho,Negativo,1
la verdad la plataforma fue me encantó,Positivo,0
el proceso estuvo muy bien hecho,Positivo,0
la plataforma estuvo recomendadísimo,Positivo,0
la plataforma fue todo de lujo,Positivo,0
en general la plataforma fue excelente,Positivo,0
la compra fue jala bien,Positivo,0
en general la aplicación fue mal atendido,Negativo,1
mi experiencia con la experiencia fue padrísimo,Positivo,0
la experiencia fue no sirve,Negativo,1
en general el servicio fue funciona perfecto,Positivo,0
la verdad la experiencia fue muy bien logrado,Positivo,0
el producto fue muy bueno,Positivo,0
el sistema fue funciona perfecto,Positivo,0
el servicio fue muy satisfecho,Positivo,0
la verdad el producto fue jala bien,Positivo,0
en general la atención fue me gustó mucho,Positivo,0
mi experiencia con la compra fue muy deficiente,Negativo,1
la compra estuvo rápido y eficiente,Positivo,0
la compra estuvo una porquería,Negativo,1
mi experiencia con el producto fue sin problemas,Positivo,0
la atención fue nada recomendable,Negativo,1
la compra fue muy satisfecho,Positivo,0
mi experiencia con la plataforma fue me dejó satisfecho,Positivo,0
la atención estuvo una joya,Positivo,0
en general el servicio fue todo salió bien,Positivo,0
el servicio estuvo bien padre,Positivo,0
mi experiencia con el producto fue me decepcionó,Negativo,1
mi experiencia con el trámite fue funciona perfecto,Positivo,0
lamentablemente el producto fue un desastre,Negativo,1
lamentablemente la experiencia fue me hizo perder tiempo,Negativo,1
mi experiencia con el trámite fue muy buena experiencia,Positivo,0
la plataforma fue una basura,Negativo,1
lamentablemente el producto fue una pérdida de tiempo,Negativo,1
lamentablemente el servicio fue muy flojo,Negativo,1
en general el servicio fue muy malo,Negativo,1
el trámite estuvo rápido y eficiente,Positivo,0
en general la atención fue terrible,Negativo,1
la plataforma fue funciona mal,Negativo,1
la aplicación fue frustrante,Negativo,1
la verdad la experiencia fue me dejó satisfecho,Positivo,0
el producto fue pésimo,Negativo,1
la verdad la aplicación fue funciona perfecto,Positivo,0
lamentablemente el sistema fue nada recomendable,Negativo,1
lamentablemente la compra fue muy deficiente,Negativo,1
la verdad el producto fue me sorprendió,Positivo,0
mi experiencia con la aplicación fue una maravilla,Positivo,0
la plataforma estuvo me fue mal,Negativo,1
el servicio fue de primera,Positivo,0
mi experiencia con la aplicación fue no lo recomiendo,Negativo,1
el producto estuvo muy buen servicio,Positivo,0
en general el servicio fue muy buena experiencia,Positivo,0
el producto estuvo quedé muy conforme,Positivo,0
mi experiencia con el servicio fue muy mal hecho,Negativo,1
la atención fue bien padre,Positivo,0
mi experiencia con el proceso fue quedé muy conforme,Positivo,0
mi experiencia con la experiencia fue excelente,Positivo,0
mi experiencia con la plataforma fue de lo mejor,Positivo,0
la atención fue un desastre,Negativo,1
la atención estuvo muy deficiente,Negativo,1
la plataforma estuvo horrible,Negativo,1
el sistema fue de primera,Positivo,0
en general la experiencia fue no lo recomiendo,Negativo,1
en general la compra fue mala experiencia,Negativo,1
en general el servicio fue me encantó,Positivo,0
en general la experiencia fue horrible,Negativo,1
mi experiencia con la atención fue funciona perfecto,Positivo,0
la verdad la aplicación fue muy bien hecho,Positivo,0
la experiencia fue muy malo,Negativo,1
en general el sistema fue experiencia horrible,Negativo,1
la verdad el servicio fue todo perfecto,Positivo,0
el servicio fue funciona fatal,Negativo,1
mi experiencia con la plataforma fue me dejó molesto,Negativo,1
lamentablemente la experiencia fue nada recomendable,Negativo,1
en general el servicio fue funciona al cien,Positivo,0
el sistema estuvo sin problemas,Positivo,0
la experiencia fue mala experiencia,Negativo,1
en general la experiencia fue no sirve,Negativo,1
la verdad el sistema fue muy satisfecho,Positivo,0
el producto estuvo genial,Positivo,0
mi experiencia con la plataforma fue quedé muy conforme,Positivo,0
la plataforma estuvo decepcionante,Negativo,1
el servicio fue me fue excelente,Positivo,0
la verdad la atención fue muy bien hecho,Positivo,0
la compra estuvo bien padre,Positivo,0
mi experiencia con la atención fue malísimo,Negativo,1
la experiencia estuvo sin problemas,Positivo,0
mi experiencia con el sistema fue funciona mal,Negativo,1
la verdad la compra fue todo salió excelente,Positivo,0
la experiencia fue decepcionante,Negativo,1
mi experiencia con la compra fue está chido,Positivo,0
el proceso fue horrible,Negativo,1
la experiencia fue frustrante,Negativo,1
mi experiencia con la experiencia fue cumple totalmente,Positivo,0
mi experiencia con la experiencia fue una pérdida de tiempo,Negativo,1
en general el producto fue rápido y eficiente,Positivo,0
la plataforma fue me hizo perder tiempo,Negativo,1
la aplicación estuvo decepcionante,Negativo,1
en general el producto fue me sacó de quicio,Negativo,1
en general el servicio fue una porquería,Negativo,1
en general el sistema fue de primera,Positivo,0
la verdad la experiencia fue muy recomendable,Positivo,0
la atención fue de primera,Positivo,0
la compra estuvo mal atendido,Negativo,1
la atención estuvo no lo recomiendo,Negativo,1
en general la atención fue muy buena experiencia,Positivo,0
el sistema fue muy bien hecho,Positivo,0
la experiencia fue muy deficiente,Negativo,1
en general la experiencia fue una maravilla,Positivo,0
la verdad el producto fue muy buen servicio,Positivo,0
mi experiencia con la atención fue muy bien hecho,Positivo,0
lamentablemente la experiencia fue está horrible,Negativo,1
mi experiencia con la aplicación fue me dejó satisfecho,Positivo,0
mi experiencia con la experiencia fue terrible,Negativo,1
lamentablemente la atención fue una basura,Negativo,1
en general la compra fue no cumplió,Negativo,1
la compra estuvo fatal,Negativo,1
mi experiencia con la aplicación fue decepcionante,Negativo,1
la verdad la experiencia fue sin problemas,Positivo,0
mi experiencia con la aplicación fue todo perfecto,Positivo,0
el sistema estuvo genial,Positivo,0
en general la plataforma fue muy chafa,Negativo,1
la compra estuvo horrible,Negativo,1
en general la atención fue me decepcionó,Negativo,1
lamentablemente el servicio fue pésimo servicio,Negativo,1
mi experiencia con el trámite fue no vale la pena,Negativo,1
la verdad el trámite fue me dejó contento,Positivo,0
en general el servicio fue cumple totalmente,Positivo,0
lamentablemente el trámite fue una pérdida de tiempo,Negativo,1
la aplicación fue de primera,Positivo,0
en general el servicio fue experiencia horrible,Negativo,1
la verdad el proceso fue muy buena experiencia,Positivo,0
la atención fue no cumplió,Negativo,1
la experiencia fue me gustó mucho,Positivo,0
en general la experiencia fue me fue excelente,Positivo,0
mi experiencia con la experiencia fue rápido y eficiente,Positivo,0
mi experiencia con la experiencia fue vale la pena,Positivo,0
lamentablemente el trámite fue funciona mal,Negativo,1
mi experiencia con la experiencia fue frustrante,Negativo,1
la verdad el proceso fue muy satisfecho,Positivo,0
el proceso fue un desastre,Negativo,1
la verdad el producto fue una joya,Positivo,0
la compra fue genial,Positivo,0
en general el servicio fue de primera,Positivo,0
en general el sistema fue recomendadísimo,Positivo,0
la aplicación estuvo no lo recomiendo,Negativo,1
en general el trámite fue mala experiencia,Negativo,1
en general la compra fue muy recomendable,Positivo,0
la verdad la atención fue todo salió bien,Positivo,0
en general la experiencia fue malísimo,Negativo,1
la verdad la experiencia fue de lo mejor,Positivo,0
el servicio estuvo horrible,Negativo,1
el trámite estuvo pésimo servicio,Negativo,1
mi experiencia con el proceso fue una pérdida de tiempo,Negativo,1
la compra fue no lo recomiendo,Negativo,1
lamentablemente la compra fue una basura,Negativo,1
mi experiencia con el servicio fue excelente,Positivo,0
mi experiencia con el sistema fue decepcionante,Negativo,1
la atención estuvo fatal,Negativo,1
en general el servicio fue muy flojo,Negativo,1
la verdad el sistema fue excelente,Positivo,0
la atención fue cumple totalmente,Positivo,0
en general el proceso fue me encantó,Positivo,0
mi experiencia con la experiencia fue muy recomendable,Positivo,0
el proceso estuvo excelente,Positivo,0
mi experiencia con la plataforma fue todo salió bien,Positivo,0
en general el sistema fue no lo recomiendo,Negativo,1
lamentablemente la atención fue me fue mal,Negativo,1
en general la plataforma fue me sacó de quicio,Negativo,1
mi experiencia con el trámite fue me dejó satisfecho,Positivo,0
el sistema estuvo una porquería,Negativo,1
lamentablemente la atención fue una pérdida de tiempo,Negativo,1
mi experiencia con el sistema fue muy recomendable,Positivo,0
el servicio fue me encantó,Positivo,0
la verdad el sistema fue me fue excelente,Positivo,0
mi experiencia con el producto fue padrísimo,Positivo,0
la plataforma fue me decepcionó,Negativo,1
mi experiencia con el trámite fue me decepcionó,Negativo,1
en general la plataforma fue una porquería,Negativo,1
la compra estuvo muy buen servicio,Positivo,0
el trámite fue sin problemas,Positivo,0
la plataforma estuvo todo de lujo,Positivo,0
en general la experiencia fue de lo mejor,Positivo,0
en general el producto fue quedé muy conforme,Positivo,0
en general la experiencia fue excelente,Positivo,0
en general la plataforma fue muy buena experiencia,Positivo,0
la verdad la compra fue me gustó mucho,Positivo,0
la plataforma fue una joya,Positivo,0
la experiencia fue muy bien logrado,Positivo,0
en general la compra fue decepcionante,Negativo,1
la compra estuvo me dejó satisfecho,Positivo,0
lamentablemente la compra fue mala experiencia,Negativo,1
mi experiencia con la aplicación fue muy buen servicio,Positivo,0
la compra estuvo vale la pena,Positivo,0
la atención estuvo muy chafa,Negativo,1
la aplicación fue todo de lujo,Positivo,0
mi experiencia con la compra fue terrible,Negativo,1
la compra fue funciona perfecto,Positivo,0
mi experiencia con el proceso fue muy bien logrado,Positivo,0
en general la compra fue funciona perfecto,Positivo,0
mi experiencia con la aplicación fue una porquería,Negativo,1
mi experiencia con el servicio fue me sorprendió,Positivo,0
en general el trámite fue muy bien logrado,Positivo,0
mi experiencia con el sistema fue jala bien,Positivo,0
mi experiencia con el servicio fue está horrible,Negativo,1
la experiencia fue me decepcionó,Negativo,1
la plataforma estuvo malísimo,Negativo,1
el proceso fue decepcionante,Negativo,1
la experiencia fue pésimo,Negativo,1
la verdad el servicio fue todo salió excelente,Positivo,0
el trámite fue muy buena experiencia,Positivo,0
la verdad la plataforma fue muy satisfecho,Positivo,0
la verdad la plataforma fue rápido y eficiente,Positivo,0
la verdad el sistema fue muy bien logrado,Positivo,0
la aplicación estuvo todo salió excelente,Positivo,0
mi experiencia con el trámite fue una joya,Positivo,0
mi experiencia con la experiencia fue recomendadísimo,Positivo,0
en general el proceso fue nada recomendable,Negativo,1
el producto fue me decepcionó,Negativo,1
lamentablemente la atención fue horrible,Negativo,1
el producto estuvo una basura,Negativo,1
en general la atención fue funciona mal,Negativo,1
mi experiencia con la compra fue todo de lujo,Positivo,0
mi experiencia con la plataforma fue genial,Positivo,0
la verdad el sistema fue me gustó mucho,Positivo,0
el proceso fue mala experiencia,Negativo,1
en general el sistema fue horrible,Negativo,1
la verdad el proceso fue bien padre,Positivo,0
lamentablemente la compra fue no sirve,Negativo,1
lamentablemente la compra fue pésimo,Negativo,1
la compra estuvo pésimo servicio,Negativo,1
en general el producto fue me gustó mucho,Positivo,0
en general el servicio fue me dejó satisfecho,Positivo,0
la verdad el servicio fue muy recomendable,Positivo,0
mi experiencia con el proceso fue un desastre,Negativo,1
la verdad el sistema fue padrísimo,Positivo,0
el servicio fue muy buena experiencia,Positivo,0
el proceso fue me decepcionó,Negativo,1
el trámite fue todo de lujo,Positivo,0
el trámite fue mala experiencia,Negativo,1
en general la compra fue muy lento,Negativo,1
mi experiencia con el servicio fue no cumplió,Negativo,1
el trámite fue bien padre,Positivo,0
mi experiencia con la compra fue sin problemas,Positivo,0
la atención estuvo me encantó,Positivo,0
la experiencia fue una joya,Positivo,0
el proceso fue bien padre,Positivo,0
mi experiencia con la experiencia fue muy buen servicio,Positivo,0
lamentablemente el trámite fue muy flojo,Negativo,1
lamentablemente el servicio fue no vale la pena,Negativo,1
la verdad la compra fue una joya,Positivo,0
mi experiencia con la aplicación fue me dejó contento,Positivo,0
lamentablemente el producto fue me fue mal,Negativo,1
el proceso estuvo me sacó de quicio,Negativo,1
lamentablemente la atención fue pésimo servicio,Negativo,1
la aplicación fue quedé muy conforme,Positivo,0
en general el trámite fue me fue excelente,Positivo,0
lamentablemente la plataforma fue no lo recomiendo,Negativo,1
lamentablemente el proceso fue fatal,Negativo,1
la aplicación estuvo genial,Positivo,0
mi experiencia con la experiencia fue muy mala atención,Negativo,1
en general el trámite fue nada recomendable,Negativo,1
el proceso estuvo está chido,Positivo,0
en general el trámite fue muy buen servicio,Positivo,0
en general la aplicación fue quedé muy conforme,Positivo,0
el sistema estuvo muy flojo,Negativo,1
la verdad la plataforma fue me sorprendió,Positivo,0
la plataforma fue un desastre,Negativo,1
el sistema fue rápido y eficiente,Positivo,0
la plataforma fue mala experiencia,Negativo,1
mi experiencia con la atención fue muy satisfecho,Positivo,0
en general el sistema fue vale la pena,Positivo,0
el proceso fue muy chafa,Negativo,1
el trámite estuvo bien padre,Positivo,0
la compra fue no sirve,Negativo,1
el producto fue me sacó de quicio,Negativo,1
mi experiencia con el trámite fue todo de lujo,Positivo,0
el trámite fue genial,Positivo,0
lamentablemente la experiencia fue no lo recomiendo,Negativo,1
en general el trámite fue padrísimo,Positivo,0
lamentablemente el sistema fue muy chafa,Negativo,1
en general el trámite fue me dejó contento,Positivo,0
en general la aplicación fue muy buena experiencia,Positivo,0
lamentablemente el trámite fue mala experiencia,Negativo,1
mi experiencia con la plataforma fue excelente,Positivo,0
la verdad el servicio fue quedé muy conforme,Positivo,0
lamentablemente el proceso fue no vale la pena,Negativo,1
el sistema fue recomendadísimo,Positivo,0
mi experiencia con la plataforma fue una basura,Negativo,1
en general el sistema fue genial,Positivo,0
lamentablemente la aplicación fue muy chafa,Negativo,1
mi experiencia con el sistema fue frustrante,Negativo,1
mi experiencia con la atención fue una maravilla,Positivo,0
el servicio fue me sorprendió,Positivo,0
mi experiencia con el sistema fue terrible,Negativo,1
la experiencia fue todo salió bien,Positivo,0
mi experiencia con el trámite fue muy chafa,Negativo,1
la experiencia estuvo me decepcionó,Negativo,1
lamentablemente la aplicación fue muy mala atención,Negativo,1
la experiencia estuvo todo salió bien,Positivo,0
la compra fue quedé muy conforme,Positivo,0
la aplicación fue horrible,Negativo,1
en general el servicio fue pésimo servicio,Negativo,1
el producto fue muy bien hecho,Positivo,0
la experiencia estuvo pésimo,Negativo,1
la compra estuvo muy bien hecho,Positivo,0
lamentablemente el servicio fue horrible,Negativo,1
en general el sistema fue me dejó satisfecho,Positivo,0
lamentablemente el proceso fue horrible,Negativo,1
lamentablemente el producto fue frustrante,Negativo,1
la verdad la aplicación fue muy buen servicio,Positivo,0
el servicio estuvo muy recomendable,Positivo,0
la plataforma fue muy flojo,Negativo,1
en general el trámite fue experiencia horrible,Negativo,1
en general la experiencia fue terrible,Negativo,1
la compra estuvo muy malo,Negativo,1
en general la plataforma fue está chido,Positivo,0
la aplicación estuvo me dejó satisfecho,Positivo,0
en general el trámite fue muy bien hecho,Positivo,0
lamentablemente la plataforma fue me hizo perder tiempo,Negativo,1
la experiencia estuvo muy mal hecho,Negativo,1
el sistema estuvo frustrante,Negativo,1
mi experiencia con el servicio fue experiencia horrible,Negativo,1
el producto fue recomendadísimo,Positivo,0
en general el trámite fue pésimo,Negativo,1
la verdad el sistema fue funciona perfecto,Positivo,0
en general la experiencia fue de primera,Positivo,0
la aplicación estuvo me dejó contento,Positivo,0
mi experiencia con el proceso fue muy bien hecho,Positivo,0
el sistema fue me gustó mucho,Positivo,0
el producto estuvo muy buena experiencia,Positivo,0
mi experiencia con el servicio fue jala bien,Positivo,0
en general la experiencia fue todo perfecto,Positivo,0
el proceso fue rápido y eficiente,Positivo,0
mi experiencia con la plataforma fue no sirve,Negativo,1
mi experiencia con el proceso fue está horrible,Negativo,1
mi experiencia con el servicio fue una maravilla,Positivo,0
lamentablemente el trámite fue una porquería,Negativo,1
mi experiencia con la compra fue no cumplió,Negativo,1
mi experiencia con la atención fue una basura,Negativo,1
la verdad el sistema fue rápido y eficiente,Positivo,0
lamentablemente el sistema fue una porquería,Negativo,1
el proceso fue muy satisfecho,Positivo,0
el servicio estuvo padrísimo,Positivo,0
el producto estuvo muy chafa,Negativo,1
mi experiencia con la atención fue bien padre,Positivo,0
el trámite estuvo genial,Positivo,0
el trámite estuvo quedé muy conforme,Positivo,0
la aplicación fue me encantó,Positivo,0
lamentablemente la aplicación fue me decepcionó,Negativo,1
la aplicación estuvo muy mala atención,Negativo,1
en general la plataforma fue me fue mal,Negativo,1
lamentablemente la aplicación fue un desastre,Negativo,1
la verdad la aplicación fue me fue excelente,Positivo,0
mi experiencia con el producto fue pésimo servicio,Negativo,1
mi experiencia con la plataforma fue me fue mal,Negativo,1
la compra estuvo no sirve,Negativo,1
en general el proceso fue jala bien,Positivo,0
el sistema estuvo recomendadísimo,Positivo,0
mi experiencia con la experiencia fue no vale la pena,Negativo,1
la plataforma fue de lo mejor,Positivo,0
la experiencia estuvo muy buen servicio,Positivo,0
el producto fue funciona mal,Negativo,1
mi experiencia con el servicio fue funciona mal,Negativo,1
la atención fue una joya,Positivo,0
el trámite estuvo muy lento,Negativo,1
la experiencia fue me fue excelente,Positivo,0
la verdad la compra fue muy bien logrado,Positivo,0
la plataforma fue quedé muy conforme,Positivo,0
lamentablemente el trámite fue fatal,Negativo,1
en general la aplicación fue funciona fatal,Negativo,1
en general la aplicación fue me decepcionó,Negativo,1
el trámite estuvo pésimo,Negativo,1
en general la compra fue una pérdida de tiempo,Negativo,1
lamentablemente el servicio fue funciona mal,Negativo,1
el sistema estuvo muy mala atención,Negativo,1
el servicio fue muy lento,Negativo,1
la atención fue me dejó molesto,Negativo,1
la experiencia estuvo excelente,Positivo,0
mi experiencia con el proceso fue muy malo,Negativo,1
en general la compra fue una maravilla,Positivo,0
el proceso fue de primera,Positivo,0
el producto fue funciona perfecto,Positivo,0
en general el producto fue me fue mal,Negativo,1
el sistema estuvo no sirve,Negativo,1
lamentablemente el sistema fue horrible,Negativo,1
la experiencia fue muy chafa,Negativo,1
el trámite estuvo una basura,Negativo,1
en general la compra fue muy bueno,Positivo,0
lamentablemente la compra fue pésimo servicio,Negativo,1
en general la plataforma fue cumple totalmente,Positivo,0
en general el servicio fue una pérdida de tiempo,Negativo,1
lamentablemente la experiencia fue terrible,Negativo,1
la verdad la plataforma fue todo salió excelente,Positivo,0
en general el trámite fue me encantó,Positivo,0
en general la compra fue experiencia horrible,Negativo,1
la plataforma estuvo muy mala atención,Negativo,1
la plataforma estuvo muy bien logrado,Positivo,0
mi experiencia con el proceso fue está chido,Positivo,0
la verdad el servicio fue recomendadísimo,Positivo,0
la aplicación estuvo una porquería,Negativo,1
en general el trámite fue no vale la pena,Negativo,1
mi experiencia con el trámite fue muy lento,Negativo,1
el producto fue muy satisfecho,Positivo,0
la aplicación fue muy bien hecho,Positivo,0
la verdad el sistema fue muy bueno,Positivo,0
en general el trámite fue una joya,Positivo,0
la plataforma estuvo de lo mejor,Positivo,0
en general la experiencia fue funciona al cien,Positivo,0
mi experiencia con el producto fue vale la pena,Positivo,0
el trámite estuvo muy buena experiencia,Positivo,0
mi experiencia con el trámite fue todo perfecto,Positivo,0
el trámite estuvo decepcionante,Negativo,1
en general la experiencia fue una joya,Positivo,0
la verdad el producto fue bien padre,Positivo,0
mi experiencia con la compra fue muy lento,Negativo,1
mi experiencia con el proceso fue una maravilla,Positivo,0
en general la plataforma fue funciona al cien,Positivo,0
lamentablemente la atención fue pésimo,Negativo,1
el trámite fue está chido,Positivo,0
en general el trámite fue muy lento,Negativo,1
la aplicación fue funciona fatal,Negativo,1
el servicio estuvo me dejó contento,Positivo,0
el sistema fue me encantó,Positivo,0
la aplicación fue no cumplió,Negativo,1
la atención estuvo decepcionante,Negativo,1
el trámite estuvo vale la pena,Positivo,0
el servicio fue mal atendido,Negativo,1
el sistema fue todo salió excelente,Positivo,0
mi experiencia con el servicio fue me dejó contento,Positivo,0
el producto estuvo todo salió excelente,Positivo,0
lamentablemente la aplicación fue muy lento,Negativo,1
la compra estuvo me hizo perder tiempo,Negativo,1
en general el proceso fue malísimo,Negativo,1
el producto fue jala bien,Positivo,0
mi experiencia con la experiencia fue genial,Positivo,0
la verdad la atención fue muy buena experiencia,Positivo,0
en general la plataforma fue no cumplió,Negativo,1
en general la compra fue pésimo,Negativo,1
el trámite fue horrible,Negativo,1
el trámite estuvo me fue mal,Negativo,1
el servicio estuvo todo salió bien,Positivo,0
lamentablemente la aplicación fue malísimo,Negativo,1
la plataforma estuvo me dejó contento,Positivo,0
la plataforma estuvo muy bueno,Positivo,0
la verdad el sistema fue muy bien hecho,Positivo,0
mi experiencia con el trámite fue me fue excelente,Positivo,0
el trámite estuvo me sorprendió,Positivo,0
mi experiencia con el servicio fue muy bueno,Positivo,0
el proceso fue de lo mejor,Positivo,0
lamentablemente el producto fue muy lento,Negativo,1
el proceso fue no sirve,Negativo,1
lamentablemente el sistema fue terrible,Negativo,1
en general el trámite fue funciona perfecto,Positivo,0
en general el sistema fue funciona al cien,Positivo,0
el producto estuvo todo de lujo,Positivo,0
el proceso fue quedé muy conforme,Positivo,0
mi experiencia con el producto fue no cumplió,Negativo,1
mi experiencia con el sistema fue muy chafa,Negativo,1
lamentablemente el producto fue muy flojo,Negativo,1
mi experiencia con la experiencia fue una porquería,Negativo,1
la verdad el trámite fue sin problemas,Positivo,0
mi experiencia con el producto fue todo salió bien,Positivo,0
el servicio fue rápido y eficiente,Positivo,0
la verdad el sistema fue recomendadísimo,Positivo,0
mi experiencia con la atención fue no lo recomiendo,Negativo,1
la plataforma estuvo me dejó molesto,Negativo,1
en general el servicio fue horrible,Negativo,1
la verdad el sistema fue todo salió excelente,Positivo,0
el trámite fue todo perfecto,Positivo,0
el trámite estuvo me dejó contento,Positivo,0
en general el sistema fue muy deficiente,Negativo,1
lamentablemente el servicio fue una basura,Negativo,1
la plataforma estuvo sin problemas,Positivo,0
lamentablemente la plataforma fue no cumplió,Negativo,1
mi experiencia con la experiencia fue todo salió bien,Positivo,0
el sistema estuvo no vale la pena,Negativo,1
en general el producto fue malísimo,Negativo,1
mi experiencia con el servicio fue genial,Positivo,0
