Frase,Sentimiento,Etiqueta
mi opinión es que la plataforma fue recomendable,Positivo,0
en general la plataforma fue joya,Positivo,0
el trámite estuvo lento,Negativo,1
el producto fue un gol,Positivo,0
en general el servicio fue anda perfecto,Positivo,0
la verdad el sistema fue todo de primera,Positivo,0
lamentablemente la atención fue poco serio,Negativo,1
el proceso fue buenísimo,Positivo,0
en general el servicio fue me encantó,Positivo,0
la compra fue no recomendable,Negativo,1
el producto estuvo muy bien logrado,Positivo,0
mi opinión es que la atención fue excelente,Positivo,0
el trámite estuvo mal organizado,Negativo,1
mi experiencia con el sistema fue anda para atrás,Negativo,1
en general la aplicación fue de lujo,Positivo,0
mi experiencia con el servicio fue me dejó caliente,Negativo,1
el sistema fue horrible,Negativo,1
en general el sistema fue funciona perfecto,Positivo,0
en general la plataforma fue muy recomendable,Positivo,0
en general el sistema fue muy conforme,Positivo,0
en general la experiencia fue re malo,Negativo,1
lamentablemente el sistema fue decepcionante,Negativo,1
el producto fue muy flojo,Negativo,1
lamentablemente la aplicación fue no cumple para nada,Negativo,1
el producto fue muy recomendable,Positivo,0
en general la atención fue muy bien logrado,Positivo,0
mi opinión es que el producto fue super conforme,Positivo,0
mi experiencia con el trámite fue no cumple,Negativo,1
mi experiencia con el producto fue horrible,Negativo,1
en general la atención fue impresentable,Negativo,1
la aplicación estuvo ineficiente,Negativo,1
lamentablemente el proceso fue un desastre,Negativo,1
en general la aplicación fue una pérdida total,Negativo,1
mi experiencia con la plataforma fue muy flojo,Negativo,1
mi experiencia con el servicio fue muy malo,Negativo,1
lamentablemente el producto fue mal atendido,Negativo,1
lamentablemente el proceso fue no vale la pena,Negativo,1
en general el sistema fue cumple de sobra,Positivo,0
mi experiencia con la atención fue muy malo,Negativo,1
la verdad la plataforma fue una maravilla,Positivo,0
mi experiencia con el servicio fue me hizo perder tiempo,Negativo,1
lamentablemente la aplicación fue una vergüenza,Negativo,1
la atención estuvo pésimo,Negativo,1
lamentablemente el servicio fue anda mal,Negativo,1
mi opinión es que la experiencia fue anda perfecto,Positivo,0
la plataforma fue lento,Negativo,1
en general la aplicación fue malísimo,Negativo,1
el sistema estuvo buenísimo,Positivo,0
la compra estuvo ineficiente,Negativo,1
el trámite estuvo un desastre,Negativo,1
el servicio fue me dejó caliente,Negativo,1
mi opinión es que la aplicación fue anda perfecto,Positivo,0
el sistema estuvo de diez,Positivo,0
la verdad el sistema fue sin drama,Positivo,0
mi experiencia con la experiencia fue no sirve,Negativo,1
mi experiencia con el sistema fue muy mal hecho,Negativo,1
mi opinión es que la aplicación fue funciona perfecto,Positivo,0
en general la experiencia fue desastroso,Negativo,1
la verdad el trámite fue buenísimo,Positivo,0
mi experiencia con el proceso fue impresentable,Negativo,1
la verdad la compra fue una masa,Positivo,0
mi experiencia con el sistema fue impresentable,Negativo,1
el proceso fue cumple al 100,Positivo,0
la verdad el producto fue rápido y eficaz,Positivo,0
en general la plataforma fue funciona perfecto,Positivo,0
la verdad la aplicación fue excelente experiencia,Positivo,0
en general la plataforma fue re bueno,Positivo,0
la compra estuvo funciona de diez,Positivo,0
lamentablemente la compra fue ineficiente,Negativo,1
en general la aplicación fue me encantó,Positivo,0
la atención fue funciona pésimo,Negativo,1
la atención estuvo todo de primera,Positivo,0
la verdad el sistema fue un gol,Positivo,0
en general el trámite fue no recomendable,Negativo,1
en general la plataforma fue re bien,Positivo,0
en general el sistema fue impecable,Positivo,0
mi experiencia con el trámite fue una pérdida de tiempo,Negativo,1
la aplicación estuvo una pérdida total,Negativo,1
lamentablemente el producto fue muy flojo,Negativo,1
lamentablemente el sistema fue lento,Negativo,1
la compra fue joya,Positivo,0
mi opinión es que el proceso fue un gol,Positivo,0
la verdad el servicio fue me sorprendió para bien,Positivo,0
la atención estuvo una pérdida de tiempo,Negativo,1
la plataforma fue muy mal hecho,Negativo,1
en general el sistema fue de diez,Positivo,0
en general el proceso fue de primera,Positivo,0
el trámite estuvo funciona de diez,Positivo,0
mi experiencia con la plataforma fue poco serio,Negativo,1
lamentablemente la plataforma fue desastroso,Negativo,1
en general la compra fue muy recomendable,Positivo,0
el sistema estuvo un desastre,Negativo,1
el servicio estuvo una pérdida total,Negativo,1
en general el proceso fue de diez,Positivo,0
la verdad el servicio fue me dejó re conforme,Positivo,0
en general la atención fue mal organizado,Negativo,1
lamentablemente la plataforma fue no recomendable,Negativo,1
la atención estuvo muy bien logrado,Positivo,0
el trámite estuvo una maravilla,Positivo,0
la experiencia fue buenísimo,Positivo,0
lamentablemente la aplicación fue frustrante,Negativo,1
en general el servicio fue malísimo,Negativo,1
mi opinión es que la plataforma fue me encantó,Positivo,0
lamentablemente la experiencia fue no vale la pena,Negativo,1
mi opinión es que la experiencia fue de primera,Positivo,0
la verdad el trámite fue de primera,Positivo,0
mi experiencia con el producto fue un desastre,Negativo,1
el producto estuvo todo de primera,Positivo,0
mi opinión es que la aplicación fue cumple al 100,Positivo,0
en general la compra fue mal organizado,Negativo,1
lamentablemente la atención fue funciona pésimo,Negativo,1
la aplicación estuvo mal organizado,Negativo,1
el proceso fue super conforme,Positivo,0
la aplicación fue excelente experiencia,Positivo,0
mi opinión es que la atención fue un gol,Positivo,0
la verdad el trámite fue vale la pena,Positivo,0
la verdad la experiencia fue vale la pena,Positivo,0
la experiencia estuvo una maravilla,Positivo,0
el producto fue ineficiente,Negativo,1
la atención fue mal organizado,Negativo,1
mi experiencia con el servicio fue una pérdida de tiempo,Negativo,1
en general la aplicación fue me hizo perder tiempo,Negativo,1
el sistema fue anda para atrás,Negativo,1
la atención estuvo me dejó recaliente,Negativo,1
el servicio estuvo muy conforme,Positivo,0
mi experiencia con el sistema fue un desastre,Negativo,1
en general el proceso fue muy buena onda,Positivo,0
el sistema estuvo una pérdida de tiempo,Negativo,1
mi opinión es que la atención fue copado,Positivo,0
la aplicación estuvo me hizo perder tiempo,Negativo,1
mi opinión es que la plataforma fue rápido y eficaz,Positivo,0
la plataforma estuvo muy conforme,Positivo,0
el sistema fue re piola,Positivo,0
la plataforma estuvo impecable,Positivo,0
la experiencia estuvo muy desprolijo,Negativo,1
en general el servicio fue vale la pena,Positivo,0
el proceso estuvo recomendable,Positivo,0
mi experiencia con el producto fue muy mal hecho,Negativo,1
la atención estuvo joya,Positivo,0
en general el proceso fue una maravilla,Positivo,0
mi experiencia con la experiencia fue malísimo,Negativo,1
lamentablemente el sistema fue una pérdida de tiempo,Negativo,1
mi experiencia con la plataforma fue anda para atrás,Negativo,1
la verdad el servicio fue sin drama,Positivo,0
en general el proceso fue genial,Positivo,0
la aplicación fue de primera,Positivo,0
mi experiencia con el sistema fue lento,Negativo,1
la verdad la compra fue sin drama,Positivo,0
lamentablemente la plataforma fue ineficiente,Negativo,1
la aplicación estuvo un gol,Positivo,0
el proceso estuvo malísimo,Negativo,1
la experiencia estuvo excelente,Positivo,0
en general la compra fue una pérdida total,Negativo,1
la aplicación fue un desastre,Negativo,1
en general la plataforma fue muy mal hecho,Negativo,1
lamentablemente la compra fue un desastre,Negativo,1
lamentablemente la atención fue me dejó recaliente,Negativo,1
la compra estuvo horrible,Negativo,1
en general la compra fue muy desprolijo,Negativo,1
la verdad la compra fue anda bárbaro,Positivo,0
mi experiencia con el producto fue decepcionante,Negativo,1
en general el trámite fue impresentable,Negativo,1
la aplicación estuvo funciona de diez,Positivo,0
en general la compra fue bárbaro,Positivo,0
la verdad la atención fue todo ok,Positivo,0
en general el producto fue anda bárbaro,Positivo,0
mi opinión es que la atención fue recomendable,Positivo,0
lamentablemente la atención fue impresentable,Negativo,1
el producto estuvo joya,Positivo,0
en general el proceso fue un gol,Positivo,0
el sistema fue vale la pena,Positivo,0
mi experiencia con el proceso fue una decepción,Negativo,1
en general la aplicación fue impecable,Positivo,0
mi experiencia con la experiencia fue muy malo,Negativo,1
en general el proceso fue no cumple para nada,Negativo,1
la verdad la experiencia fue joya,Positivo,0
el sistema estuvo no cumple para nada,Negativo,1
el trámite estuvo joya,Positivo,0
la experiencia estuvo cumple de sobra,Positivo,0
el proceso fue no sirve,Negativo,1
mi experiencia con la compra fue no vale la pena,Negativo,1
la verdad la plataforma fue un gol,Positivo,0
lamentablemente la experiencia fue de terror,Negativo,1
la experiencia fue me encantó,Positivo,0
la verdad la plataforma fue cumple de sobra,Positivo,0
el trámite estuvo todo ok,Positivo,0
mi opinión es que la experiencia fue todo de primera,Positivo,0
en general la experiencia fue muy recomendable,Positivo,0
la aplicación estuvo bárbaro,Positivo,0
en general el producto fue bárbaro,Positivo,0
en general la experiencia fue impecable,Positivo,0
mi opinión es que la aplicación fue me sorprendió para bien,Positivo,0
la verdad la atención fue espectacular,Positivo,0
lamentablemente el servicio fue desastroso,Negativo,1
en general el sistema fue muy buena onda,Positivo,0
el producto estuvo funciona de diez,Positivo,0
mi experiencia con el trámite fue una vergüenza,Negativo,1
la experiencia fue muy malo,Negativo,1
el proceso estuvo una cagada,Negativo,1
en general el servicio fue no recomendable,Negativo,1
mi opinión es que el proceso fue me encantó,Positivo,0
lamentablemente el trámite fue me hizo perder tiempo,Negativo,1
la aplicación estuvo vale la pena,Positivo,0
mi experiencia con el proceso fue poco serio,Negativo,1
en general el sistema fue lento,Negativo,1
la plataforma fue re lento,Negativo,1
el trámite estuvo una decepción,Negativo,1
la experiencia estuvo muy malo,Negativo,1
mi opinión es que el trámite fue bárbaro,Positivo,0
mi opinión es que la plataforma fue muy recomendable,Positivo,0
la atención fue me dejó caliente,Negativo,1
la verdad la compra fue muy bien logrado,Positivo,0
el sistema fue genial,Positivo,0
el producto estuvo desastroso,Negativo,1
mi opinión es que el proceso fue recomendable,Positivo,0
el trámite fue una pérdida de tiempo,Negativo,1
la verdad la experiencia fue me sorprendió para bien,Positivo,0
en general la atención fue una pérdida de tiempo,Negativo,1
mi experiencia con la compra fue una cagada,Negativo,1
en general el trámite fue una maravilla,Positivo,0
el servicio fue bárbaro,Positivo,0
la compra estuvo lento,Negativo,1
mi experiencia con la aplicación fue muy flojo,Negativo,1
el proceso fue decepcionante,Negativo,1
mi opinión es que el sistema fue una maravilla,Positivo,0
mi experiencia con el trámite fue frustrante,Negativo,1
la plataforma estuvo de diez,Positivo,0
en general la atención fue una masa,Positivo,0
la compra fue re bueno,Positivo,0
el servicio estuvo de terror,Negativo,1
el proceso estuvo una pérdida total,Negativo,1
lamentablemente la compra fue malísimo,Negativo,1
mi experiencia con la aplicación fue no cumple para nada,Negativo,1
mi opinión es que la compra fue cumple de sobra,Positivo,0
la compra fue re malo,Negativo,1
el producto fue copado,Positivo,0
en general el proceso fue cumple al 100,Positivo,0
el servicio estuvo decepcionante,Negativo,1
la verdad la compra fue muy recomendable,Positivo,0
el proceso fue un desastre,Negativo,1
el servicio fue me sorprendió para bien,Positivo,0
la verdad la atención fue de primera,Positivo,0
la plataforma fue funciona de diez,Positivo,0
lamentablemente la compra fue mal organizado,Negativo,1
en general la experiencia fue muy malo,Negativo,1
la experiencia fue ineficiente,Negativo,1
en general la experiencia fue muy flojo,Negativo,1
en general la compra fue re malo,Negativo,1
el producto estuvo rápido y eficaz,Positivo,0
el proceso estuvo no vale la pena,Negativo,1
la experiencia estuvo espectacular,Positivo,0
en general el sistema fue no cumple,Negativo,1
en general la atención fue espectacular,Positivo,0
mi experiencia con la experiencia fue no cumple,Negativo,1
el proceso estuvo me dejó re conforme,Positivo,0
la compra fue malísimo,Negativo,1
la plataforma estuvo de terror,Negativo,1
la verdad el sistema fue me encantó,Positivo,0
el sistema fue muy flojo,Negativo,1
en general el sistema fue anda bárbaro,Positivo,0
en general la compra fue anda mal,Negativo,1
en general el producto fue de lujo,Positivo,0
la aplicación fue poco serio,Negativo,1
en general la plataforma fue una pérdida de tiempo,Negativo,1
el sistema fue lento,Negativo,1
el servicio fue poco serio,Negativo,1
mi opinión es que la experiencia fue una masa,Positivo,0
el trámite fue excelente experiencia,Positivo,0
la atención estuvo me sorprendió para bien,Positivo,0
lamentablemente la plataforma fue una decepción,Negativo,1
en general la aplicación fue anda perfecto,Positivo,0
