Frase,Sentimiento,Etiqueta
el proceso fue flojo,Negativo,1
lamentablemente la experiencia fue muy lento,Negativo,1
la aplicación fue muy lento,Negativo,1
mi experiencia con el servicio fue una pérdida de tiempo,Negativo,1
mi experiencia con el proceso fue me dejó aburrido,Negativo,1
el servicio estuvo todo salió excelente,Positivo,0
en general el servicio fue muy bien hecho,Positivo,0
mi experiencia con la atención fue muy mala atención,Negativo,1
mi experiencia con el sistema fue una nota,Positivo,0
mi experiencia con la compra fue cumple totalmente,Positivo,0
lamentablemente el servicio fue una porquería,Negativo,1
en general el proceso fue mala experiencia,Negativo,1
mi experiencia con la plataforma fue no lo recomiendo,Negativo,1
en general el trámite fue flojo,Negativo,1
en general la compra fue me fue muy bien,Positivo,0
el servicio fue muy desordenado,Negativo,1
mi experiencia con la compra fue una maravilla,Positivo,0
mi experiencia con el proceso fue no sirve,Negativo,1
lamentablemente el sistema fue flojo,Negativo,1
la experiencia fue funciona perfecto,Positivo,0
en general el servicio fue experiencia horrible,Negativo,1
la verdad la atención fue recomendadísimo,Positivo,0
mi experiencia con el proceso fue muy mal hecho,Negativo,1
en general la plataforma fue mal atendido,Negativo,1
el producto fue flojo,Negativo,1
mi experiencia con el proceso fue funciona perfecto,Positivo,0
la verdad el trámite fue de primera,Positivo,0
la aplicación estuvo nada recomendable,Negativo,1
en general la atención fue fatal,Negativo,1
la plataforma fue una pérdida de tiempo,Negativo,1
lamentablemente el producto fue una porquería,Negativo,1
lamentablemente el trámite fue funciona terrible,Negativo,1
en general la compra fue muy bien logrado,Positivo,0
la atención fue me fue muy bien,Positivo,0
mi experiencia con el proceso fue vale la pena,Positivo,0
mi experiencia con el trámite fue decepcionante,Negativo,1
la atención fue funciona terrible,Negativo,1
la experiencia estuvo me dejó aburrido,Negativo,1
la verdad el proceso fue muy buena experiencia,Positivo,0
mi experiencia con la atención fue fatal,Negativo,1
la atención fue cumple totalmente,Positivo,0
mi experiencia con la plataforma fue me dejó aburrido,Negativo,1
la atención estuvo me fue mal,Negativo,1
mi experiencia con el producto fue funciona de maravilla,Positivo,0
la plataforma estuvo funciona perfecto,Positivo,0
lamentablemente el producto fue funciona mal,Negativo,1
lamentablemente la atención fue una porquería,Negativo,1
la verdad el servicio fue muy cumplido,Positivo,0
mi experiencia con el servicio fue me sacó la piedra,Negativo,1
en general el servicio fue no cumplió,Negativo,1
la verdad la aplicación fue todo salió perfecto,Positivo,0
mi experiencia con la atención fue me dejó satisfecho,Positivo,0
la verdad el producto fue me gustó mucho,Positivo,0
mi experiencia con la experiencia fue muy lento,Negativo,1
la plataforma estuvo mala experiencia,Negativo,1
la verdad el producto fue de lo mejor,Positivo,0
mi experiencia con la experiencia fue muy regular,Negativo,1
en general el servicio fue super bacano,Positivo,0
el producto estuvo muy bueno,Positivo,0
mi experiencia con la atención fue me encantó,Positivo,0
la verdad el sistema fue una nota,Positivo,0
lamentablemente el trámite fue no sirve,Negativo,1
lamentablemente la compra fue una pérdida de tiempo,Negativo,1
la verdad la aplicación fue de lo mejor,Positivo,0
en general el producto fue malísimo,Negativo,1
mi experiencia con la plataforma fue flojo,Negativo,1
lamentablemente la plataforma fue me sacó la piedra,Negativo,1
la verdad la aplicación fue rápido y eficiente,Positivo,0
lamentablemente la aplicación fue muy malo,Negativo,1
el sistema estuvo me fue muy bien,Positivo,0
la verdad la atención fue genial,Positivo,0
mi experiencia con la aplicación fue muy satisfecho,Positivo,0
la plataforma estuvo todo perfecto,Positivo,0
lamentablemente la atención fue malísimo,Negativo,1
mi experiencia con el proceso fue todo salió bien,Positivo,0
en general el servicio fue muy bien logrado,Positivo,0
el producto fue me dejó contento,Positivo,0
el servicio fue no valió la pena,Negativo,1
la verdad el servicio fue bacano,Positivo,0
mi experiencia con el servicio fue todo perfecto,Positivo,0
el servicio fue pésimo,Negativo,1
en general la experiencia fue muy bien logrado,Positivo,0
el servicio fue muy bueno,Positivo,0
la compra estuvo una nota,Positivo,0
mi experiencia con la plataforma fue vale la pena,Positivo,0
la verdad la atención fue todo salió bien,Positivo,0
la verdad el trámite fue excelente,Positivo,0
en general la atención fue de primera,Positivo,0
la plataforma estuvo muy lento,Negativo,1
el trámite fue super bacano,Positivo,0
en general el trámite fue muy mala atención,Negativo,1
el proceso estuvo me sacó la piedra,Negativo,1
la aplicación estuvo me gustó mucho,Positivo,0
el proceso fue de lo mejor,Positivo,0
lamentablemente la aplicación fue una porquería,Negativo,1
en general el proceso fue nada recomendable,Negativo,1
la plataforma fue flojo,Negativo,1
lamentablemente el trámite fue me sacó la piedra,Negativo,1
la atención estuvo mal atendido,Negativo,1
la plataforma fue me dejó aburrido,Negativo,1
mi experiencia con el producto fue muy regular,Negativo,1
la atención fue frustrante,Negativo,1
lamentablemente el servicio fue un desastre,Negativo,1
la compra fue me sorprendió,Positivo,0
la aplicación estuvo me dejó satisfecho,Positivo,0
mi experiencia con el sistema fue una pérdida de tiempo,Negativo,1
en general el producto fue muy buena experiencia,Positivo,0
la plataforma fue no cumplió,Negativo,1
la verdad la aplicación fue una maravilla,Positivo,0
el servicio fue super bacano,Positivo,0
el producto fue muy malo,Negativo,1
en general la plataforma fue una pérdida de tiempo,Negativo,1
mi experiencia con el trámite fue muy bien logrado,Positivo,0
el trámite estuvo mal atendido,Negativo,1
en general la atención fue rápido y eficiente,Positivo,0
el servicio estuvo de primera,Positivo,0
en general la aplicación fue pésimo,Negativo,1
mi experiencia con la atención fue nada recomendable,Negativo,1
mi experiencia con la experiencia fue flojo,Negativo,1
el producto estuvo excelente,Positivo,0
el servicio fue me gustó mucho,Positivo,0
en general la experiencia fue funciona mal,Negativo,1
mi experiencia con la compra fue funciona perfecto,Positivo,0
lamentablemente el trámite fue flojo,Negativo,1
lamentablemente la atención fue frustrante,Negativo,1
el trámite fue muy deficiente,Negativo,1
la plataforma estuvo muy regular,Negativo,1
la atención fue muy mal hecho,Negativo,1
mi experiencia con la experiencia fue todo salió excelente,Positivo,0
mi experiencia con el proceso fue muy bien hecho,Positivo,0
lamentablemente la compra fue nada recomendable,Negativo,1
la plataforma estuvo una pérdida de tiempo,Negativo,1
el trámite fue muy malo,Negativo,1
el servicio estuvo una pérdida de tiempo,Negativo,1
el producto fue funciona terrible,Negativo,1
la verdad la plataforma fue vale la pena,Positivo,0
el proceso estuvo todo perfecto,Positivo,0
la plataforma estuvo me pareció genial,Positivo,0
la plataforma fue recomendadísimo,Positivo,0
en general la plataforma fue muy bueno,Positivo,0
la compra fue super bacano,Positivo,0
en general la aplicación fue mal atendido,Negativo,1
mi experiencia con la experiencia fue excelente,Positivo,0
la experiencia fue no sirve,Negativo,1
en general el servicio fue funciona perfecto,Positivo,0
la verdad la experiencia fue me dejó contento,Positivo,0
el producto fue bacano,Positivo,0
el sistema fue funciona perfecto,Positivo,0
el servicio fue rápido y eficiente,Positivo,0
la verdad el producto fue super bacano,Positivo,0
en general la atención fue me gustó mucho,Positivo,0
mi experiencia con la compra fue muy deficiente,Negativo,1
la compra estuvo todo salió bien,Positivo,0
la compra estuvo malísimo,Negativo,1
mi experiencia con el producto fue muy buena experiencia,Positivo,0
la atención fue me decepcionó,Negativo,1
la compra fue rápido y eficiente,Positivo,0
mi experiencia con la plataforma fue todo salió perfecto,Positivo,0
la atención estuvo funciona de maravilla,Positivo,0
en general el servicio fue me encantó,Positivo,0
el servicio estuvo quedé feliz,Positivo,0
mi experiencia con el producto fue no valió la pena,Negativo,1
mi experiencia con el trámite fue funciona perfecto,Positivo,0
lamentablemente el producto fue un desastre,Negativo,1
lamentablemente la experiencia fue me dejó inconforme,Negativo,1
mi experiencia con el trámite fue una maravilla,Positivo,0
la plataforma fue experiencia horrible,Negativo,1
lamentablemente el producto fue una pérdida de tiempo,Negativo,1
lamentablemente el servicio fue muy regular,Negativo,1
en general el servicio fue muy malo,Negativo,1
el trámite estuvo todo salió bien,Positivo,0
en general la atención fue terrible,Negativo,1
la plataforma fue funciona mal,Negativo,1
la aplicación fue frustrante,Negativo,1
la verdad la experiencia fue todo salió perfecto,Positivo,0
el producto fue pésimo,Negativo,1
la verdad la aplicación fue funciona perfecto,Positivo,0
lamentablemente el sistema fue me decepcionó,Negativo,1
lamentablemente la compra fue muy deficiente,Negativo,1
la verdad el producto fue muy bien hecho,Positivo,0
mi experiencia con la aplicación fue cumple totalmente,Positivo,0
la plataforma estuvo me fue mal,Negativo,1
el servicio fue muy satisfecho,Positivo,0
mi experiencia con la aplicación fue no lo recomiendo,Negativo,1
el producto estuvo me fue muy bien,Positivo,0
en general el servicio fue una maravilla,Positivo,0
el producto estuvo me dejó satisfecho,Positivo,0
mi experiencia con el servicio fue funciona terrible,Negativo,1
la atención fue quedé feliz,Positivo,0
mi experiencia con el proceso fue me dejó satisfecho,Positivo,0
mi experiencia con la experiencia fue muy bueno,Positivo,0
mi experiencia con la plataforma fue una nota,Positivo,0
la atención fue un desastre,Negativo,1
la atención estuvo muy deficiente,Negativo,1
la plataforma estuvo horrible,Negativo,1
el sistema fue muy satisfecho,Positivo,0
en general la experiencia fue no lo recomiendo,Negativo,1
en general la compra fue mala experiencia,Negativo,1
en general el servicio fue vale la pena,Positivo,0
en general la experiencia fue horrible,Negativo,1
mi experiencia con la atención fue funciona perfecto,Positivo,0
la verdad la aplicación fue todo perfecto,Positivo,0
la experiencia fue muy malo,Negativo,1
en general el sistema fue muy incumplido,Negativo,1
la verdad el servicio fue de primera,Positivo,0
el servicio fue muy mala atención,Negativo,1
mi experiencia con la plataforma fue nada recomendable,Negativo,1
lamentablemente la experiencia fue me decepcionó,Negativo,1
en general el servicio fue muy cumplido,Positivo,0
el sistema estuvo muy buena experiencia,Positivo,0
la experiencia fue mala experiencia,Negativo,1
en general la experiencia fue no sirve,Negativo,1
la verdad el sistema fue rápido y eficiente,Positivo,0
el producto estuvo genial,Positivo,0
mi experiencia con la plataforma fue me dejó satisfecho,Positivo,0
la plataforma estuvo decepcionante,Negativo,1
el servicio fue muy buena atención,Positivo,0
la verdad la atención fue todo perfecto,Positivo,0
la compra estuvo quedé feliz,Positivo,0
mi experiencia con la atención fue flojo,Negativo,1
la experiencia estuvo muy buena experiencia,Positivo,0
mi experiencia con el sistema fue funciona mal,Negativo,1
la verdad la compra fue todo salió excelente,Positivo,0
la experiencia fue decepcionante,Negativo,1
mi experiencia con la compra fue una chimba,Positivo,0
el proceso fue horrible,Negativo,1
la experiencia fue frustrante,Negativo,1
mi experiencia con la experiencia fue me sorprendió,Positivo,0
mi experiencia con la experiencia fue una pérdida de tiempo,Negativo,1
en general el producto fue todo salió bien,Positivo,0
la plataforma fue me dejó inconforme,Negativo,1
la aplicación estuvo decepcionante,Negativo,1
en general el producto fue fue un caos,Negativo,1
en general el servicio fue malísimo,Negativo,1
en general el sistema fue muy satisfecho,Positivo,0
la verdad la experiencia fue muy recomendado,Positivo,0
la atención fue muy satisfecho,Positivo,0
la compra estuvo mal atendido,Negativo,1
la atención estuvo no lo recomiendo,Negativo,1
en general la atención fue una maravilla,Positivo,0
el sistema fue todo perfecto,Positivo,0
la experiencia fue muy deficiente,Negativo,1
en general la experiencia fue cumple totalmente,Positivo,0
la verdad el producto fue me fue muy bien,Positivo,0
mi experiencia con la atención fue todo perfecto,Positivo,0
lamentablemente la experiencia fue una porquería,Negativo,1
mi experiencia con la aplicación fue todo salió perfecto,Positivo,0
mi experiencia con la experiencia fue terrible,Negativo,1
lamentablemente la atención fue experiencia horrible,Negativo,1
en general la compra fue no cumplió,Negativo,1
la compra estuvo fatal,Negativo,1
mi experiencia con la aplicación fue decepcionante,Negativo,1
la verdad la experiencia fue muy buena experiencia,Positivo,0
mi experiencia con la aplicación fue de primera,Positivo,0
el sistema estuvo genial,Positivo,0
en general la plataforma fue me sacó la piedra,Negativo,1
la compra estuvo horrible,Negativo,1
en general la atención fue no valió la pena,Negativo,1
lamentablemente el servicio fue muy mal hecho,Negativo,1
mi experiencia con el trámite fue muy desordenado,Negativo,1
la verdad el trámite fue muy bien logrado,Positivo,0
en general el servicio fue me sorprendió,Positivo,0
lamentablemente el trámite fue una pérdida de tiempo,Negativo,1
la aplicación fue muy satisfecho,Positivo,0
en general el servicio fue muy incumplido,Negativo,1
la verdad el proceso fue una maravilla,Positivo,0
la atención fue no cumplió,Negativo,1
la experiencia fue me gustó mucho,Positivo,0
en general la experiencia fue muy buena atención,Positivo,0
mi experiencia con la experiencia fue todo salió bien,Positivo,0
mi experiencia con la experiencia fue de lo mejor,Positivo,0
lamentablemente el trámite fue funciona mal,Negativo,1
mi experiencia con la experiencia fue frustrante,Negativo,1
la verdad el proceso fue rápido y eficiente,Positivo,0
el proceso fue un desastre,Negativo,1
la verdad el producto fue funciona de maravilla,Positivo,0
la compra fue genial,Positivo,0
en general el servicio fue muy satisfecho,Positivo,0
en general el sistema fue me pareció genial,Positivo,0
la aplicación estuvo no lo recomiendo,Negativo,1
en general el trámite fue mala experiencia,Negativo,1
en general la compra fue muy recomendado,Positivo,0
la verdad la atención fue me encantó,Positivo,0
en general la experiencia fue flojo,Negativo,1
la verdad la experiencia fue una nota,Positivo,0
el servicio estuvo horrible,Negativo,1
el trámite estuvo muy mal hecho,Negativo,1
mi experiencia con el proceso fue una pérdida de tiempo,Negativo,1
la compra fue no lo recomiendo,Negativo,1
lamentablemente la compra fue experiencia horrible,Negativo,1
mi experiencia con el servicio fue muy bueno,Positivo,0
mi experiencia con el sistema fue decepcionante,Negativo,1
la atención estuvo fatal,Negativo,1
en general el servicio fue muy regular,Negativo,1
la verdad el sistema fue muy bueno,Positivo,0
la atención fue me sorprendió,Positivo,0
en general el proceso fue vale la pena,Positivo,0
mi experiencia con la experiencia fue muy recomendado,Positivo,0
el proceso estuvo muy bueno,Positivo,0
mi experiencia con la plataforma fue me encantó,Positivo,0
en general el sistema fue no lo recomiendo,Negativo,1
lamentablemente la atención fue me fue mal,Negativo,1
en general la plataforma fue fue un caos,Negativo,1
mi experiencia con el trámite fue todo salió perfecto,Positivo,0
el sistema estuvo malísimo,Negativo,1
lamentablemente la atención fue una pérdida de tiempo,Negativo,1
mi experiencia con el sistema fue muy recomendado,Positivo,0
el servicio fue vale la pena,Positivo,0
la verdad el sistema fue muy buena atención,Positivo,0
mi experiencia con el producto fue excelente,Positivo,0
la plataforma fue no valió la pena,Negativo,1
mi experiencia con el trámite fue no valió la pena,Negativo,1
en general la plataforma fue malísimo,Negativo,1
la compra estuvo me fue muy bien,Positivo,0
el trámite fue muy buena experiencia,Positivo,0
la plataforma estuvo recomendadísimo,Positivo,0
en general la experiencia fue una nota,Positivo,0
en general el producto fue me dejó satisfecho,Positivo,0
en general la experiencia fue muy bueno,Positivo,0
en general la plataforma fue una maravilla,Positivo,0
la verdad la compra fue me gustó mucho,Positivo,0
la plataforma fue funciona de maravilla,Positivo,0
la experiencia fue me dejó contento,Positivo,0
en general la compra fue decepcionante,Negativo,1
la compra estuvo todo salió perfecto,Positivo,0
lamentablemente la compra fue mala experiencia,Negativo,1
mi experiencia con la aplicación fue me fue muy bien,Positivo,0
la compra estuvo de lo mejor,Positivo,0
la atención estuvo me sacó la piedra,Negativo,1
la aplicación fue recomendadísimo,Positivo,0
mi experiencia con la compra fue terrible,Negativo,1
la compra fue funciona perfecto,Positivo,0
mi experiencia con el proceso fue me dejó contento,Positivo,0
en general la compra fue funciona perfecto,Positivo,0
mi experiencia con la aplicación fue malísimo,Negativo,1
mi experiencia con el servicio fue muy bien hecho,Positivo,0
en general el trámite fue me dejó contento,Positivo,0
mi experiencia con el sistema fue super bacano,Positivo,0
mi experiencia con el servicio fue una porquería,Negativo,1
la experiencia fue no valió la pena,Negativo,1
la plataforma estuvo flojo,Negativo,1
el proceso fue decepcionante,Negativo,1
la experiencia fue pésimo,Negativo,1
la verdad el servicio fue todo salió excelente,Positivo,0
el trámite fue una maravilla,Positivo,0
la verdad la plataforma fue rápido y eficiente,Positivo,0
la verdad la plataforma fue todo salió bien,Positivo,0
la verdad el sistema fue me dejó contento,Positivo,0
la aplicación estuvo todo salió excelente,Positivo,0
mi experiencia con el trámite fue funciona de maravilla,Positivo,0
mi experiencia con la experiencia fue me pareció genial,Positivo,0
en general el proceso fue me decepcionó,Negativo,1
el producto fue no valió la pena,Negativo,1
lamentablemente la atención fue horrible,Negativo,1
el producto estuvo experiencia horrible,Negativo,1
en general la atención fue funciona mal,Negativo,1
mi experiencia con la compra fue recomendadísimo,Positivo,0
mi experiencia con la plataforma fue genial,Positivo,0
la verdad el sistema fue me gustó mucho,Positivo,0
el proceso fue mala experiencia,Negativo,1
en general el sistema fue horrible,Negativo,1
la verdad el proceso fue quedé feliz,Positivo,0
lamentablemente la compra fue no sirve,Negativo,1
lamentablemente la compra fue pésimo,Negativo,1
la compra estuvo muy mal hecho,Negativo,1
en general el producto fue me gustó mucho,Positivo,0
en general el servicio fue todo salió perfecto,Positivo,0
la verdad el servicio fue muy recomendado,Positivo,0
mi experiencia con el proceso fue un desastre,Negativo,1
la verdad el sistema fue excelente,Positivo,0
el servicio fue una maravilla,Positivo,0
el proceso fue no valió la pena,Negativo,1
el trámite fue recomendadísimo,Positivo,0
el trámite fue mala experiencia,Negativo,1
en general la compra fue muy lento,Negativo,1
mi experiencia con el servicio fue no cumplió,Negativo,1
el trámite fue quedé feliz,Positivo,0
mi experiencia con la compra fue muy buena experiencia,Positivo,0
la atención estuvo vale la pena,Positivo,0
la experiencia fue funciona de maravilla,Positivo,0
el proceso fue quedé feliz,Positivo,0
mi experiencia con la experiencia fue me fue muy bien,Positivo,0
lamentablemente el trámite fue muy regular,Negativo,1
lamentablemente el servicio fue muy desordenado,Negativo,1
la verdad la compra fue funciona de maravilla,Positivo,0
mi experiencia con la aplicación fue muy bien logrado,Positivo,0
lamentablemente el producto fue me fue mal,Negativo,1
el proceso estuvo fue un caos,Negativo,1
lamentablemente la atención fue muy mal hecho,Negativo,1
la aplicación fue me dejó satisfecho,Positivo,0
en general el trámite fue muy buena atención,Positivo,0
lamentablemente la plataforma fue no lo recomiendo,Negativo,1
lamentablemente el proceso fue fatal,Negativo,1
la aplicación estuvo genial,Positivo,0
mi experiencia con la experiencia fue me dejó aburrido,Negativo,1
en general el trámite fue me decepcionó,Negativo,1
el proceso estuvo una chimba,Positivo,0
en general el trámite fue me fue muy bien,Positivo,0
en general la aplicación fue me dejó satisfecho,Positivo,0
el sistema estuvo muy regular,Negativo,1
la verdad la plataforma fue muy bien hecho,Positivo,0
la plataforma fue un desastre,Negativo,1
el sistema fue todo salió bien,Positivo,0
la plataforma fue mala experiencia,Negativo,1
mi experiencia con la atención fue rápido y eficiente,Positivo,0
en general el sistema fue de lo mejor,Positivo,0
el proceso fue me sacó la piedra,Negativo,1
el trámite estuvo quedé feliz,Positivo,0
la compra fue no sirve,Negativo,1
el producto fue fue un caos,Negativo,1
mi experiencia con el trámite fue recomendadísimo,Positivo,0
el trámite fue genial,Positivo,0
lamentablemente la experiencia fue no lo recomiendo,Negativo,1
en general el trámite fue excelente,Positivo,0
lamentablemente el sistema fue me sacó la piedra,Negativo,1
en general el trámite fue muy bien logrado,Positivo,0
en general la aplicación fue una maravilla,Positivo,0
lamentablemente el trámite fue mala experiencia,Negativo,1
mi experiencia con la plataforma fue muy bueno,Positivo,0
la verdad el servicio fue me dejó satisfecho,Positivo,0
lamentablemente el proceso fue muy desordenado,Negativo,1
el sistema fue me pareció genial,Positivo,0
mi experiencia con la plataforma fue experiencia horrible,Negativo,1
en general el sistema fue genial,Positivo,0
lamentablemente la aplicación fue me sacó la piedra,Negativo,1
mi experiencia con el sistema fue frustrante,Negativo,1
mi experiencia con la atención fue cumple totalmente,Positivo,0
el servicio fue muy bien hecho,Positivo,0
mi experiencia con el sistema fue terrible,Negativo,1
la experiencia fue me encantó,Positivo,0
mi experiencia con el trámite fue me sacó la piedra,Negativo,1
la experiencia estuvo no valió la pena,Negativo,1
lamentablemente la aplicación fue me dejó aburrido,Negativo,1
la experiencia estuvo me encantó,Positivo,0
la compra fue me dejó satisfecho,Positivo,0
la aplicación fue horrible,Negativo,1
en general el servicio fue muy mal hecho,Negativo,1
el producto fue todo perfecto,Positivo,0
la experiencia estuvo pésimo,Negativo,1
la compra estuvo todo perfecto,Positivo,0
lamentablemente el servicio fue horrible,Negativo,1
en general el sistema fue todo salió perfecto,Positivo,0
lamentablemente el proceso fue horrible,Negativo,1
lamentablemente el producto fue frustrante,Negativo,1
la verdad la aplicación fue me fue muy bien,Positivo,0
el servicio estuvo muy recomendado,Positivo,0
la plataforma fue muy regular,Negativo,1
en general el trámite fue muy incumplido,Negativo,1
en general la experiencia fue terrible,Negativo,1
la compra estuvo muy malo,Negativo,1
en general la plataforma fue una chimba,Positivo,0
la aplicación estuvo todo salió perfecto,Positivo,0
en general el trámite fue todo perfecto,Positivo,0
lamentablemente la plataforma fue me dejó inconforme,Negativo,1
la experiencia estuvo funciona terrible,Negativo,1
el sistema estuvo frustrante,Negativo,1
mi experiencia con el servicio fue muy incumplido,Negativo,1
el producto fue me pareció genial,Positivo,0
en general el trámite fue pésimo,Negativo,1
la verdad el sistema fue funciona perfecto,Positivo,0
en general la experiencia fue muy satisfecho,Positivo,0
la aplicación estuvo muy bien logrado,Positivo,0
mi experiencia con el proceso fue todo perfecto,Positivo,0
el sistema fue me gustó mucho,Positivo,0
el producto estuvo una maravilla,Positivo,0
mi experiencia con el servicio fue super bacano,Positivo,0
en general la experiencia fue de primera,Positivo,0
el proceso fue todo salió bien,Positivo,0
mi experiencia con la plataforma fue no sirve,Negativo,1
mi experiencia con el proceso fue una porquería,Negativo,1
mi experiencia con el servicio fue cumple totalmente,Positivo,0
lamentablemente el trámite fue malísimo,Negativo,1
mi experiencia con la compra fue no cumplió,Negativo,1
mi experiencia con la atención fue experiencia horrible,Negativo,1
la verdad el sistema fue todo salió bien,Positivo,0
lamentablemente el sistema fue malísimo,Negativo,1
el proceso fue rápido y eficiente,Positivo,0
el servicio estuvo excelente,Positivo,0
el producto estuvo me sacó la piedra,Negativo,1
mi experiencia con la atención fue quedé feliz,Positivo,0
el trámite estuvo genial,Positivo,0
el trámite estuvo me dejó satisfecho,Positivo,0
la aplicación fue vale la pena,Positivo,0
lamentablemente la aplicación fue no valió la pena,Negativo,1
la aplicación estuvo me dejó aburrido,Negativo,1
en general la plataforma fue me fue mal,Negativo,1
lamentablemente la aplicación fue un desastre,Negativo,1
la verdad la aplicación fue muy buena atención,Positivo,0
mi experiencia con el producto fue muy mal hecho,Negativo,1
mi experiencia con la plataforma fue me fue mal,Negativo,1
la compra estuvo no sirve,Negativo,1
en general el proceso fue super bacano,Positivo,0
el sistema estuvo me pareció genial,Positivo,0
mi experiencia con la experiencia fue muy desordenado,Negativo,1
la plataforma fue una nota,Positivo,0
la experiencia estuvo me fue muy bien,Positivo,0
el producto fue funciona mal,Negativo,1
mi experiencia con el servicio fue funciona mal,Negativo,1
la atención fue funciona de maravilla,Positivo,0
el trámite estuvo muy lento,Negativo,1
la experiencia fue muy buena atención,Positivo,0
la verdad la compra fue me dejó contento,Positivo,0
la plataforma fue me dejó satisfecho,Positivo,0
lamentablemente el trámite fue fatal,Negativo,1
en general la aplicación fue muy mala atención,Negativo,1
en general la aplicación fue no valió la pena,Negativo,1
el trámite estuvo pésimo,Negativo,1
en general la compra fue una pérdida de tiempo,Negativo,1
lamentablemente el servicio fue funciona mal,Negativo,1
el sistema estuvo me dejó aburrido,Negativo,1
el servicio fue muy lento,Negativo,1
la atención fue nada recomendable,Negativo,1
la experiencia estuvo muy bueno,Positivo,0
mi experiencia con el proceso fue muy malo,Negativo,1
en general la compra fue cumple totalmente,Positivo,0
el proceso fue muy satisfecho,Positivo,0
el producto fue funciona perfecto,Positivo,0
en general el producto fue me fue mal,Negativo,1
el sistema estuvo no sirve,Negativo,1
lamentablemente el sistema fue horrible,Negativo,1
la experiencia fue me sacó la piedra,Negativo,1
el trámite estuvo experiencia horrible,Negativo,1
en general la compra fue bacano,Positivo,0
lamentablemente la compra fue muy mal hecho,Negativo,1
en general la plataforma fue me sorprendió,Positivo,0
en general el servicio fue una pérdida de tiempo,Negativo,1
lamentablemente la experiencia fue terrible,Negativo,1
la verdad la plataforma fue todo salió excelente,Positivo,0
en general el trámite fue vale la pena,Positivo,0
en general la compra fue muy incumplido,Negativo,1
la plataforma estuvo me dejó aburrido,Negativo,1
la plataforma estuvo me dejó contento,Positivo,0
mi experiencia con el proceso fue una chimba,Positivo,0
la verdad el servicio fue me pareció genial,Positivo,0
la aplicación estuvo malísimo,Negativo,1
en general el trámite fue muy desordenado,Negativo,1
mi experiencia con el trámite fue muy lento,Negativo,1
el producto fue rápido y eficiente,Positivo,0
la aplicación fue todo perfecto,Positivo,0
la verdad el sistema fue bacano,Positivo,0
en general el trámite fue funciona de maravilla,Positivo,0
la plataforma estuvo una nota,Positivo,0
en general la experiencia fue muy cumplido,Positivo,0
mi experiencia con el producto fue de lo mejor,Positivo,0
el trámite estuvo una maravilla,Positivo,0
mi experiencia con el trámite fue de primera,Positivo,0
el trámite estuvo decepcionante,Negativo,1
en general la experiencia fue funciona de maravilla,Positivo,0
la verdad el producto fue quedé feliz,Positivo,0
mi experiencia con la compra fue muy lento,Negativo,1
mi experiencia con el proceso fue cumple totalmente,Positivo,0
en general la plataforma fue muy cumplido,Positivo,0
lamentablemente la atención fue pésimo,Negativo,1
el trámite fue una chimba,Positivo,0
en general el trámite fue muy lento,Negativo,1
la aplicación fue muy mala atención,Negativo,1
el servicio estuvo muy bien logrado,Positivo,0
el sistema fue vale la pena,Positivo,0
la aplicación fue no cumplió,Negativo,1
la atención estuvo decepcionante,Negativo,1
el trámite estuvo de lo mejor,Positivo,0
el servicio fue mal atendido,Negativo,1
el sistema fue todo salió excelente,Positivo,0
mi experiencia con el servicio fue muy bien logrado,Positivo,0
el producto estuvo todo salió excelente,Positivo,0
lamentablemente la aplicación fue muy lento,Negativo,1
la compra estuvo me dejó inconforme,Negativo,1
en general el proceso fue flojo,Negativo,1
el producto fue super bacano,Positivo,0
mi experiencia con la experiencia fue genial,Positivo,0
la verdad la atención fue una maravilla,Positivo,0
en general la plataforma fue no cumplió,Negativo,1
en general la compra fue pésimo,Negativo,1
el trámite fue horrible,Negativo,1
el trámite estuvo me fue mal,Negativo,1
el servicio estuvo me encantó,Positivo,0
lamentablemente la aplicación fue flojo,Negativo,1
la plataforma estuvo muy bien logrado,Positivo,0
la plataforma estuvo bacano,Positivo,0
la verdad el sistema fue todo perfecto,Positivo,0
mi experiencia con el trámite fue muy buena atención,Positivo,0
el trámite estuvo muy bien hecho,Positivo,0
mi experiencia con el servicio fue bacano,Positivo,0
el proceso fue una nota,Positivo,0
lamentablemente el producto fue muy lento,Negativo,1
el proceso fue no sirve,Negativo,1
lamentablemente el sistema fue terrible,Negativo,1
en general el trámite fue funciona perfecto,Positivo,0
en general el sistema fue muy cumplido,Positivo,0
el producto estuvo recomendadísimo,Positivo,0
el proceso fue me dejó satisfecho,Positivo,0
mi experiencia con el producto fue no cumplió,Negativo,1
mi experiencia con el sistema fue me sacó la piedra,Negativo,1
lamentablemente el producto fue muy regular,Negativo,1
mi experiencia con la experiencia fue malísimo,Negativo,1
la verdad el trámite fue muy buena experiencia,Positivo,0
mi experiencia con el producto fue me encantó,Positivo,0
el servicio fue todo salió bien,Positivo,0
la verdad el sistema fue me pareció genial,Positivo,0
mi experiencia con la atención fue no lo recomiendo,Negativo,1
la plataforma estuvo nada recomendable,Negativo,1
en general el servicio fue horrible,Negativo,1
la verdad el sistema fue todo salió excelente,Positivo,0
el trámite fue de primera,Positivo,0
el trámite estuvo muy bien logrado,Positivo,0
en general el sistema fue muy deficiente,Negativo,1
lamentablemente el servicio fue experiencia horrible,Negativo,1
